PERIOD_NAME,PERIOD_YEAR,QUATER,PERIOD_NUM,MONTH_NAME,budegt_CHAPTER,JTRANSACTION_DATE,ACTUAL_FLAG,DR,CR,ANNUAL_BUDGET,ADJUSTMENT_BUDGET,REVISED_BUDGET,ACTUAL_AMOUNT,FUND_AVAILABLE,ENCUMBRANCE_AMOUNT,ENTITY_CODE,ENTITY_DESCRIPTION,DIRECTORATE,COST_CENTER_CODE,COST_CENTER_DESCRIPTION,BUDGET_GROUP_CODE,BUDGET_GROUP_DESCRIPTION,ACCOUNT_CODE,ACCOUNT_DESCRIPTION,ACTIVITY_CODE,ACTIVITY_DESCRIPTION,FUTURE1,FUTURE1_DESCRIPTION,FUTURE2,FUTURE2_DESCRIPTION,ACCOUNT_TYPE,LEDGER_NAME,ACCOUNTED_DR,ACCOUNTED_CR,ADDITION_BUDGET,TRANSFER_BUDGET,GL_CODE
Aug,2025,Q3,8,Aug,Manpower,2024-06-12,Y,72153.29,61040.47,479722.72,19832.47,499555.18999999994,476619.08,19839.709999999905,3096.4,E411,Entity E411,DVC-Academic,8450398,Cost Center 8450398,BG861,Budget Group BG861,A8715,Utilities,ACT850,Activity ACT850,F1-29,Future 1 F1-29,F2-92,Future 2 F2-92,Expense,Project Ledger,72153.29,61040.47,1542.77,14890.99,E411-BG861-8450398-A8715-F1-29-F2-92
Nov,2024,Q4,11,Nov,Capital,2024-07-19,N,47423.73,34438.37,240616.06,20639.68,261255.74,184165.85,30968.079999999987,46121.81,E124,Entity E124,VC Office,8450148,Cost Center 8450148,BG902,Budget Group BG902,A2252,Office Supplies,ACT207,Activity ACT207,F1-53,Future 1 F1-53,F2-60,Future 2 F2-60,Revenue,Project Ledger,47423.73,34438.37,17706.92,10829.22,E124-BG902-8450148-A2252-F1-53-F2-60
Nov,2023,Q4,11,Nov,Manpower,2024-01-17,N,69056.02,52130.07,134682.08,47908.54,182590.62,138475.34,15927.850000000006,28187.43,E180,Entity E180,DVC-Academic,8450324,Cost Center 8450324,BG584,Budget Group BG584,A3421,IT Equipment,ACT809,Activity ACT809,F1-81,Future 1 F1-81,F2-34,Future 2 F2-34,Revenue,General Ledger,69056.02,52130.07,19399.95,20795.26,E180-BG584-8450324-A3421-F1-81-F2-34
Oct,2025,Q4,10,Oct,Capital,2024-10-14,N,58826.38,99935.35,322322.63,23660.51,345983.14,108242.51,209087.52000000002,28653.11,E618,Entity E618,DVC-Support Services,8450246,Cost Center 8450246,BG982,Budget Group BG982,A9007,Capital Expenditure,ACT597,Activity ACT597,F1-68,Future 1 F1-68,F2-96,Future 2 F2-96,Expense,Project Ledger,58826.38,99935.35,22351.94,1646.48,E618-BG982-8450246-A9007-F1-68-F2-96
Feb,2025,Q1,2,Feb,Operational,2024-04-12,Y,65016.74,36469.72,324270.88,24053.09,348323.97000000003,308266.14,18816.559999999998,21241.27,E282,Entity E282,DVC-CEC,8450473,Cost Center 8450473,BG138,Budget Group BG138,A8694,Utilities,ACT987,Activity ACT987,F1-13,Future 1 F1-13,F2-95,Future 2 F2-95,Expense,General Ledger,65016.74,36469.72,18776.74,26579.33,E282-BG138-8450473-A8694-F1-13-F2-95
Dec,2024,Q4,12,Dec,Operational,2024-11-06,Y,87009.89,2126.94,449880.67,26446.86,476327.52999999997,447303.8,5840.059999999998,23183.67,E138,Entity E138,DVC-CEC,8450411,Cost Center 8450411,BG128,Budget Group BG128,A3032,IT Equipment,ACT576,Activity ACT576,F1-71,Future 1 F1-71,F2-66,Future 2 F2-66,Revenue,Project Ledger,87009.89,2126.94,8150.61,11948.62,E138-BG128-8450411-A3032-F1-71-F2-66
Sep,2025,Q3,9,Sep,Manpower,2024-12-24,N,73758.23,23877.71,144189.65,17731.11,161920.76,46509.96,81213.64000000001,34197.16,E392,Entity E392,DVC-Support Services,8450262,Cost Center 8450262,BG531,Budget Group BG531,A9896,Capital Expenditure,ACT684,Activity ACT684,F1-24,Future 1 F1-24,F2-58,Future 2 F2-58,Expense,Project Ledger,73758.23,23877.71,3733.13,28692.47,E392-BG531-8450262-A9896-F1-24-F2-58
May,2025,Q2,5,May,Operational,2024-07-16,Y,87911.83,94473.2,286960.6,30670.57,317631.17,53055.19,2336.570000000007,262239.41,E670,Entity E670,VC Office,8450181,Cost Center 8450181,BG759,Budget Group BG759,A6429,Maintenance Costs,ACT984,Activity ACT984,F1-83,Future 1 F1-83,F2-66,Future 2 F2-66,Revenue,General Ledger,87911.83,94473.2,5593.15,23387.53,E670-BG759-8450181-A6429-F1-83-F2-66
May,2023,Q2,5,May,Manpower,2024-02-23,Y,21632.4,51826.04,338909.63,26251.58,365161.21,95027.13,130948.06000000003,139186.02,E949,Entity E949,VC Office,8450171,Cost Center 8450171,BG244,Budget Group BG244,A9194,Capital Expenditure,ACT259,Activity ACT259,F1-22,Future 1 F1-22,F2-98,Future 2 F2-98,Expense,Project Ledger,21632.4,51826.04,17402.59,2744.61,E949-BG244-8450171-A9194-F1-22-F2-98
Aug,2025,Q3,8,Aug,Manpower,2024-05-02,N,47667.68,4437.67,440877.41,1771.12,442648.52999999997,145654.1,20317.53999999998,276676.89,E494,Entity E494,DVC-Academic,8450335,Cost Center 8450335,BG223,Budget Group BG223,A1974,Salary and Wages,ACT137,Activity ACT137,F1-81,Future 1 F1-81,F2-14,Future 2 F2-14,Revenue,Project Ledger,47667.68,4437.67,15978.08,28863.66,E494-BG223-8450335-A1974-F1-81-F2-14
Dec,2023,Q4,12,Dec,Manpower,2024-03-21,N,49514.65,48058.66,336963.11,41234.05,378197.16,131540.45,79419.47999999992,167237.23,E958,Entity E958,DVC-Academic,8450346,Cost Center 8450346,BG388,Budget Group BG388,A5311,Consultancy Services,ACT246,Activity ACT246,F1-89,Future 1 F1-89,F2-49,Future 2 F2-49,Revenue,General Ledger,49514.65,48058.66,4720.22,4812.0,E958-BG388-8450346-A5311-F1-89-F2-49
Nov,2023,Q4,11,Nov,Manpower,2024-12-10,Y,68014.08,61861.14,401086.66,7930.26,409016.92,360291.04,6244.539999999979,42481.34,E130,Entity E130,VC Office,8450132,Cost Center 8450132,BG525,Budget Group BG525,A8561,Utilities,ACT771,Activity ACT771,F1-62,Future 1 F1-62,F2-39,Future 2 F2-39,Expense,General Ledger,68014.08,61861.14,33.6,16685.45,E130-BG525-8450132-A8561-F1-62-F2-39
Dec,2025,Q4,12,Dec,Operational,2024-08-11,Y,61692.69,98118.62,352725.41,12990.18,365715.58999999997,231865.77,61572.869999999995,72276.95,E774,Entity E774,DVC-CEC,8450435,Cost Center 8450435,BG566,Budget Group BG566,A6352,Maintenance Costs,ACT323,Activity ACT323,F1-72,Future 1 F1-72,F2-37,Future 2 F2-37,Revenue,General Ledger,61692.69,98118.62,27960.84,3075.29,E774-BG566-8450435-A6352-F1-72-F2-37
Apr,2025,Q2,4,Apr,Operational,2024-07-10,Y,77098.43,70857.2,289429.56,2896.02,292325.58,21835.09,39920.43000000002,230570.06,E369,Entity E369,,8450301,Cost Center 8450301,BG786,Budget Group BG786,A9476,Capital Expenditure,ACT815,Activity ACT815,F1-45,Future 1 F1-45,F2-61,Future 2 F2-61,Expense,Project Ledger,77098.43,70857.2,737.61,663.71,E369-BG786-8450301-A9476-F1-45-F2-61
Mar,2025,Q1,3,Mar,Capital,2024-02-27,Y,44590.27,27362.67,498849.8,21309.07,520158.87,234792.96,238673.25,46692.66,E986,Entity E986,DVC-Academic,8450394,Cost Center 8450394,BG256,Budget Group BG256,A2098,Office Supplies,ACT983,Activity ACT983,F1-41,Future 1 F1-41,F2-11,Future 2 F2-11,Expense,Project Ledger,44590.27,27362.67,6901.61,3940.05,E986-BG256-8450394-A2098-F1-41-F2-11
Jan,2024,Q1,1,Jan,Operational,2024-08-23,N,43233.48,94361.59,267890.93,31926.3,299817.23,119205.65,131085.13999999998,49526.44,E486,Entity E486,DVC-Academic,8450366,Cost Center 8450366,BG669,Budget Group BG669,A1933,Salary and Wages,ACT626,Activity ACT626,F1-43,Future 1 F1-43,F2-70,Future 2 F2-70,Expense,Project Ledger,43233.48,94361.59,26043.68,21447.72,E486-BG669-8450366-A1933-F1-43-F2-70
Dec,2025,Q4,12,Dec,Manpower,2024-03-12,N,18552.55,86862.32,410638.74,38546.09,449184.82999999996,379463.81,16661.649999999965,53059.37,E486,Entity E486,DVC-CEC,8450458,Cost Center 8450458,BG792,Budget Group BG792,A6655,Maintenance Costs,ACT927,Activity ACT927,F1-12,Future 1 F1-12,F2-29,Future 2 F2-29,Revenue,General Ledger,18552.55,86862.32,14445.67,3519.25,E486-BG792-8450458-A6655-F1-12-F2-29
Dec,2023,Q4,12,Dec,Operational,2024-06-14,N,49159.45,6420.89,332788.56,13449.67,346238.23,276145.45,48338.649999999965,21754.13,E816,Entity E816,DVC-Academic,8450318,Cost Center 8450318,BG171,Budget Group BG171,A9465,Capital Expenditure,ACT419,Activity ACT419,F1-91,Future 1 F1-91,F2-47,Future 2 F2-47,Revenue,General Ledger,49159.45,6420.89,20849.46,25803.67,E816-BG171-8450318-A9465-F1-91-F2-47
Sep,2025,Q3,9,Sep,Operational,2024-08-01,Y,10493.02,24204.5,494665.04,7124.78,501789.82,250337.0,96015.82,155437.0,E759,Entity E759,DVC-Support Services,8450270,Cost Center 8450270,BG813,Budget Group BG813,A7047,Training and Development,ACT341,Activity ACT341,F1-11,Future 1 F1-11,F2-42,Future 2 F2-42,Expense,General Ledger,10493.02,24204.5,2475.26,24735.42,E759-BG813-8450270-A7047-F1-11-F2-42
Jun,2025,Q2,6,Jun,Operational,2024-07-12,N,56754.08,68946.5,420234.68,10007.51,430242.19,72058.07,320729.57999999996,37454.54,E416,Entity E416,DVC-Support Services,8450232,Cost Center 8450232,BG108,Budget Group BG108,A7917,Training and Development,ACT172,Activity ACT172,F1-41,Future 1 F1-41,F2-50,Future 2 F2-50,Revenue,Project Ledger,56754.08,68946.5,26129.07,21422.61,E416-BG108-8450232-A7917-F1-41-F2-50
Apr,2024,Q2,4,Apr,Capital,2024-04-20,Y,48439.84,66082.01,321200.58,29873.79,351074.37,275183.52,39394.649999999965,36496.2,E226,Entity E226,,8450406,Cost Center 8450406,BG799,Budget Group BG799,A5109,Consultancy Services,ACT111,Activity ACT111,F1-96,Future 1 F1-96,F2-21,Future 2 F2-21,Expense,General Ledger,48439.84,66082.01,26153.51,6576.42,E226-BG799-8450406-A5109-F1-96-F2-21
Apr,2023,Q2,4,Apr,Operational,2024-08-08,Y,43365.53,4366.17,164669.02,1043.06,165712.08,108253.57,38364.20999999998,19094.3,E411,Entity E411,DVC-CEC,8450470,Cost Center 8450470,BG158,Budget Group BG158,A9946,Capital Expenditure,ACT134,Activity ACT134,F1-70,Future 1 F1-70,F2-63,Future 2 F2-63,Expense,General Ledger,43365.53,4366.17,7730.49,13878.69,E411-BG158-8450470-A9946-F1-70-F2-63
May,2025,Q2,5,May,Capital,2024-01-24,N,62876.48,73535.03,407089.56,25242.24,432331.8,234886.09,95959.43,101486.28,E716,Entity E716,DVC-Academic,8450359,Cost Center 8450359,BG216,Budget Group BG216,A6631,Maintenance Costs,ACT839,Activity ACT839,F1-75,Future 1 F1-75,F2-88,Future 2 F2-88,Revenue,Project Ledger,62876.48,73535.03,12651.63,8304.83,E716-BG216-8450359-A6631-F1-75-F2-88
Oct,2024,Q4,10,Oct,Manpower,2024-05-04,N,38384.72,46581.28,434399.23,11789.6,446188.82999999996,346242.62,59436.98999999999,40509.22,E577,Entity E577,VC Office,8450196,Cost Center 8450196,BG397,Budget Group BG397,A1525,Salary and Wages,ACT433,Activity ACT433,F1-11,Future 1 F1-11,F2-46,Future 2 F2-46,Expense,Project Ledger,38384.72,46581.28,14768.34,7416.93,E577-BG397-8450196-A1525-F1-11-F2-46
Aug,2025,Q3,8,Aug,Manpower,2024-03-24,N,9526.15,65212.32,224859.22,19952.3,244811.52,210044.92,34452.639999999985,313.96,E548,Entity E548,DVC-Support Services,8450273,Cost Center 8450273,BG400,Budget Group BG400,A8062,Utilities,ACT402,Activity ACT402,F1-40,Future 1 F1-40,F2-20,Future 2 F2-20,Revenue,General Ledger,9526.15,65212.32,13260.73,9926.68,E548-BG400-8450273-A8062-F1-40-F2-20
Oct,2024,Q4,10,Oct,Manpower,2024-12-26,Y,44943.38,58788.44,479433.34,12626.39,492059.73000000004,176772.83,195680.11000000004,119606.79,E206,Entity E206,DVC-Support Services,8450284,Cost Center 8450284,BG303,Budget Group BG303,A4568,Travel Expenses,ACT731,Activity ACT731,F1-53,Future 1 F1-53,F2-65,Future 2 F2-65,Revenue,General Ledger,44943.38,58788.44,26048.14,6175.24,E206-BG303-8450284-A4568-F1-53-F2-65
Apr,2024,Q2,4,Apr,Manpower,2024-11-29,N,12297.08,23113.09,120678.73,32000.15,152678.88,34307.12,97063.61,21308.15,E158,Entity E158,DVC-CEC,8450434,Cost Center 8450434,BG260,Budget Group BG260,A2229,Office Supplies,ACT111,Activity ACT111,F1-29,Future 1 F1-29,F2-62,Future 2 F2-62,Revenue,Project Ledger,12297.08,23113.09,20579.03,521.39,E158-BG260-8450434-A2229-F1-29-F2-62
Feb,2023,Q1,2,Feb,Manpower,2024-07-03,Y,45473.99,51559.6,295538.63,33343.21,328881.84,45928.76,274471.96,8481.12,E912,Entity E912,DVC-CEC,8450417,Cost Center 8450417,BG435,Budget Group BG435,A2969,Office Supplies,ACT845,Activity ACT845,F1-17,Future 1 F1-17,F2-94,Future 2 F2-94,Expense,General Ledger,45473.99,51559.6,20178.06,13312.51,E912-BG435-8450417-A2969-F1-17-F2-94
Jun,2025,Q2,6,Jun,Operational,2024-10-16,Y,83811.53,94461.42,373299.21,24858.74,398157.95,246000.79,19947.04999999999,132210.11,E843,Entity E843,DVC-CEC,8450478,Cost Center 8450478,BG687,Budget Group BG687,A1986,Salary and Wages,ACT939,Activity ACT939,F1-98,Future 1 F1-98,F2-55,Future 2 F2-55,Revenue,General Ledger,83811.53,94461.42,18018.29,28226.26,E843-BG687-8450478-A1986-F1-98-F2-55
May,2023,Q2,5,May,Capital,2024-12-26,N,34857.37,15928.74,341981.57,15905.58,357887.15,310087.27,318.4899999999907,47481.39,E880,Entity E880,VC Office,8450182,Cost Center 8450182,BG856,Budget Group BG856,A4230,Travel Expenses,ACT588,Activity ACT588,F1-84,Future 1 F1-84,F2-77,Future 2 F2-77,Revenue,General Ledger,34857.37,15928.74,22955.73,27770.24,E880-BG856-8450182-A4230-F1-84-F2-77
Jun,2024,Q2,6,Jun,Manpower,2024-03-22,Y,79781.36,43558.33,427133.69,6010.45,433144.14,235842.26,196165.69,1136.19,E754,Entity E754,VC Office,8450174,Cost Center 8450174,BG175,Budget Group BG175,A5806,Consultancy Services,ACT242,Activity ACT242,F1-30,Future 1 F1-30,F2-28,Future 2 F2-28,Revenue,General Ledger,79781.36,43558.33,13460.81,7126.32,E754-BG175-8450174-A5806-F1-30-F2-28
Mar,2024,Q1,3,Mar,Capital,2024-09-23,Y,16844.44,64257.6,403737.73,25022.27,428760.0,232543.84,9520.690000000002,186695.47,E549,Entity E549,DVC-Support Services,8450226,Cost Center 8450226,BG320,Budget Group BG320,A2177,Office Supplies,ACT764,Activity ACT764,F1-21,Future 1 F1-21,F2-14,Future 2 F2-14,Revenue,Project Ledger,16844.44,64257.6,17405.17,16008.08,E549-BG320-8450226-A2177-F1-21-F2-14
Nov,2025,Q4,11,Nov,Manpower,2024-11-21,N,71812.31,95552.37,107293.03,9788.9,117081.93,885.48,40962.19,75234.26,E223,Entity E223,DVC-Academic,8450390,Cost Center 8450390,BG903,Budget Group BG903,A9906,Capital Expenditure,ACT150,Activity ACT150,F1-24,Future 1 F1-24,F2-77,Future 2 F2-77,Expense,General Ledger,71812.31,95552.37,10548.68,3042.62,E223-BG903-8450390-A9906-F1-24-F2-77
Apr,2023,Q2,4,Apr,Manpower,2024-02-21,N,30729.0,80302.59,315664.51,15565.38,331229.89,202160.79,36636.17999999999,92432.92,E688,Entity E688,DVC-Support Services,8450241,Cost Center 8450241,BG189,Budget Group BG189,A5445,Consultancy Services,ACT558,Activity ACT558,F1-16,Future 1 F1-16,F2-83,Future 2 F2-83,Expense,General Ledger,30729.0,80302.59,5537.55,8858.35,E688-BG189-8450241-A5445-F1-16-F2-83
Oct,2023,Q4,10,Oct,Manpower,2024-10-24,N,96292.69,48354.56,422397.02,27511.33,449908.35000000003,19531.66,157883.10000000003,272493.59,E990,Entity E990,DVC-Support Services,8450250,Cost Center 8450250,BG986,Budget Group BG986,A8285,Utilities,ACT376,Activity ACT376,F1-95,Future 1 F1-95,F2-18,Future 2 F2-18,Revenue,General Ledger,96292.69,48354.56,19398.18,5243.2,E990-BG986-8450250-A8285-F1-95-F2-18
Oct,2023,Q4,10,Oct,Capital,2024-06-02,Y,78052.55,27480.6,429045.73,21186.91,450232.63999999996,300552.75,135380.16999999998,14299.72,E775,Entity E775,DVC-Academic,8450351,Cost Center 8450351,BG680,Budget Group BG680,A1482,Salary and Wages,ACT207,Activity ACT207,F1-42,Future 1 F1-42,F2-30,Future 2 F2-30,Expense,Project Ledger,78052.55,27480.6,709.16,19259.15,E775-BG680-8450351-A1482-F1-42-F2-30
Nov,2024,Q4,11,Nov,Capital,2024-03-18,Y,59447.63,49676.69,495114.21,6821.99,501936.2,348918.22,91149.94000000006,61868.04,E473,Entity E473,DVC-Support Services,8450234,Cost Center 8450234,BG266,Budget Group BG266,A7602,Training and Development,ACT379,Activity ACT379,F1-69,Future 1 F1-69,F2-55,Future 2 F2-55,Expense,Project Ledger,59447.63,49676.69,21730.16,17351.61,E473-BG266-8450234-A7602-F1-69-F2-55
Apr,2023,Q2,4,Apr,Manpower,2024-12-18,N,19186.73,32337.16,190662.56,17749.82,208412.38,14468.79,93275.26999999999,100668.32,E741,Entity E741,VC Office,8450114,Cost Center 8450114,BG527,Budget Group BG527,A4610,Travel Expenses,ACT259,Activity ACT259,F1-30,Future 1 F1-30,F2-17,Future 2 F2-17,Revenue,Project Ledger,19186.73,32337.16,19526.32,15988.73,E741-BG527-8450114-A4610-F1-30-F2-17
Oct,2025,Q4,10,Oct,Capital,2024-12-07,N,5233.89,37847.64,245177.71,49774.02,294951.73,131652.4,108827.65,54471.68,E761,Entity E761,,8450409,Cost Center 8450409,BG541,Budget Group BG541,A4374,Travel Expenses,ACT410,Activity ACT410,F1-89,Future 1 F1-89,F2-71,Future 2 F2-71,Revenue,General Ledger,5233.89,37847.64,24654.19,37.1,E761-BG541-8450409-A4374-F1-89-F2-71
Jul,2025,Q3,7,Jul,Capital,2024-04-13,N,99248.35,92700.1,315982.85,42101.66,358084.51,186546.98,64569.17999999999,106968.35,E555,Entity E555,DVC-Academic,8450340,Cost Center 8450340,BG899,Budget Group BG899,A6280,Maintenance Costs,ACT883,Activity ACT883,F1-85,Future 1 F1-85,F2-47,Future 2 F2-47,Revenue,Project Ledger,99248.35,92700.1,1893.27,3529.47,E555-BG899-8450340-A6280-F1-85-F2-47
Feb,2023,Q1,2,Feb,Capital,2024-03-06,Y,8764.27,93695.78,321520.9,15276.22,336797.12,133702.23,112270.33999999997,90824.55,E295,Entity E295,DVC-CEC,8450420,Cost Center 8450420,BG361,Budget Group BG361,A2442,Office Supplies,ACT505,Activity ACT505,F1-52,Future 1 F1-52,F2-24,Future 2 F2-24,Revenue,Project Ledger,8764.27,93695.78,25542.75,6255.32,E295-BG361-8450420-A2442-F1-52-F2-24
Jan,2024,Q1,1,Jan,Manpower,2024-06-14,N,62795.01,67430.38,312992.48,36071.1,349063.57999999996,49315.02,236207.10999999996,63541.45,E625,Entity E625,VC Office,8450182,Cost Center 8450182,BG498,Budget Group BG498,A8842,Utilities,ACT677,Activity ACT677,F1-11,Future 1 F1-11,F2-44,Future 2 F2-44,Revenue,Project Ledger,62795.01,67430.38,29268.31,19229.16,E625-BG498-8450182-A8842-F1-11-F2-44
Feb,2023,Q1,2,Feb,Manpower,2024-09-09,N,31372.77,60637.09,155679.21,44913.08,200592.28999999998,166357.69,23364.03999999998,10870.56,E582,Entity E582,DVC-CEC,8450499,Cost Center 8450499,BG124,Budget Group BG124,A6772,Maintenance Costs,ACT216,Activity ACT216,F1-17,Future 1 F1-17,F2-30,Future 2 F2-30,Revenue,Project Ledger,31372.77,60637.09,4054.99,28893.45,E582-BG124-8450499-A6772-F1-17-F2-30
Apr,2024,Q2,4,Apr,Capital,2024-11-11,Y,64082.63,21603.82,347835.18,32510.05,380345.23,57821.93,302736.62,19786.68,E566,Entity E566,DVC-Academic,8450375,Cost Center 8450375,BG444,Budget Group BG444,A5737,Consultancy Services,ACT481,Activity ACT481,F1-20,Future 1 F1-20,F2-59,Future 2 F2-59,Expense,General Ledger,64082.63,21603.82,20851.06,29510.37,E566-BG444-8450375-A5737-F1-20-F2-59
Sep,2025,Q3,9,Sep,Manpower,2024-05-28,Y,78269.6,26538.74,171106.56,34580.9,205687.46,127125.48,28817.350000000006,49744.63,E651,Entity E651,DVC-Academic,8450382,Cost Center 8450382,BG200,Budget Group BG200,A2382,Office Supplies,ACT479,Activity ACT479,F1-61,Future 1 F1-61,F2-61,Future 2 F2-61,Revenue,Project Ledger,78269.6,26538.74,25440.48,21729.52,E651-BG200-8450382-A2382-F1-61-F2-61
Apr,2025,Q2,4,Apr,Manpower,2024-03-02,N,19462.25,36775.94,265651.9,41376.89,307028.79000000004,225240.74,18868.100000000035,62919.95,E609,Entity E609,DVC-Support Services,8450292,Cost Center 8450292,BG485,Budget Group BG485,A8898,Utilities,ACT504,Activity ACT504,F1-88,Future 1 F1-88,F2-30,Future 2 F2-30,Revenue,General Ledger,19462.25,36775.94,4113.29,16059.3,E609-BG485-8450292-A8898-F1-88-F2-30
May,2024,Q2,5,May,Manpower,2024-08-29,Y,97587.38,80153.71,483830.66,24392.7,508223.36,55770.5,204527.02000000002,247925.84,E802,Entity E802,DVC-CEC,8450417,Cost Center 8450417,BG867,Budget Group BG867,A8961,Utilities,ACT609,Activity ACT609,F1-77,Future 1 F1-77,F2-43,Future 2 F2-43,Revenue,Project Ledger,97587.38,80153.71,22120.71,14280.54,E802-BG867-8450417-A8961-F1-77-F2-43
Apr,2023,Q2,4,Apr,Capital,2024-02-11,Y,95622.22,13314.5,140859.81,32934.61,173794.41999999998,163858.79,1898.859999999986,8036.77,E659,Entity E659,VC Office,8450138,Cost Center 8450138,BG196,Budget Group BG196,A8177,Utilities,ACT341,Activity ACT341,F1-67,Future 1 F1-67,F2-69,Future 2 F2-69,Revenue,General Ledger,95622.22,13314.5,24753.97,14863.56,E659-BG196-8450138-A8177-F1-67-F2-69
Jun,2023,Q2,6,Jun,Operational,2024-03-19,Y,6665.2,51840.8,160067.6,36871.69,196939.29,100876.62,30718.170000000013,65344.5,E944,Entity E944,,8450309,Cost Center 8450309,BG604,Budget Group BG604,A4456,Travel Expenses,ACT720,Activity ACT720,F1-60,Future 1 F1-60,F2-33,Future 2 F2-33,Expense,Project Ledger,6665.2,51840.8,1067.13,15257.38,E944-BG604-8450309-A4456-F1-60-F2-33
Apr,2025,Q2,4,Apr,Operational,2024-07-29,Y,78384.27,35484.14,264852.37,27480.8,292333.17,242792.77,46136.34,3404.06,E237,Entity E237,VC Office,8450147,Cost Center 8450147,BG722,Budget Group BG722,A7511,Training and Development,ACT319,Activity ACT319,F1-90,Future 1 F1-90,F2-17,Future 2 F2-17,Revenue,Project Ledger,78384.27,35484.14,18739.91,11458.19,E237-BG722-8450147-A7511-F1-90-F2-17
Mar,2023,Q1,3,Mar,Operational,2024-10-18,N,26071.33,6925.43,483930.61,23912.76,507843.37,454933.5,35861.48999999999,17048.38,E775,Entity E775,DVC-Support Services,8450249,Cost Center 8450249,BG958,Budget Group BG958,A6607,Maintenance Costs,ACT869,Activity ACT869,F1-22,Future 1 F1-22,F2-62,Future 2 F2-62,Revenue,General Ledger,26071.33,6925.43,15623.04,18494.99,E775-BG958-8450249-A6607-F1-22-F2-62
Nov,2024,Q4,11,Nov,Capital,2024-09-27,Y,92808.36,22461.56,248866.81,21603.84,270470.65,118846.15,58687.840000000026,92936.66,E889,Entity E889,DVC-Academic,8450322,Cost Center 8450322,BG271,Budget Group BG271,A1685,Salary and Wages,ACT212,Activity ACT212,F1-30,Future 1 F1-30,F2-41,Future 2 F2-41,Revenue,General Ledger,92808.36,22461.56,26378.06,7752.95,E889-BG271-8450322-A1685-F1-30-F2-41
Feb,2023,Q1,2,Feb,Operational,2024-05-28,N,84199.86,72849.07,410578.98,32808.09,443387.06999999995,78669.62,165936.62,198780.83,E334,Entity E334,DVC-CEC,8450454,Cost Center 8450454,BG633,Budget Group BG633,A8003,Utilities,ACT896,Activity ACT896,F1-22,Future 1 F1-22,F2-91,Future 2 F2-91,Revenue,General Ledger,84199.86,72849.07,20558.94,2756.13,E334-BG633-8450454-A8003-F1-22-F2-91
Mar,2025,Q1,3,Mar,Manpower,2024-03-28,N,73280.15,54223.72,336139.08,25418.03,361557.11,107580.76,110474.13,143502.22,E512,Entity E512,VC Office,8450139,Cost Center 8450139,BG906,Budget Group BG906,A7251,Training and Development,ACT466,Activity ACT466,F1-34,Future 1 F1-34,F2-17,Future 2 F2-17,Revenue,Project Ledger,73280.15,54223.72,279.95,7400.37,E512-BG906-8450139-A7251-F1-34-F2-17
Mar,2023,Q1,3,Mar,Manpower,2024-04-13,Y,40149.43,80007.1,181614.25,27754.25,209368.5,153482.04,21461.209999999992,34425.25,E165,Entity E165,DVC-Support Services,8450221,Cost Center 8450221,BG112,Budget Group BG112,A3547,IT Equipment,ACT697,Activity ACT697,F1-67,Future 1 F1-67,F2-63,Future 2 F2-63,Revenue,General Ledger,40149.43,80007.1,330.95,22486.36,E165-BG112-8450221-A3547-F1-67-F2-63
Sep,2025,Q3,9,Sep,Manpower,2024-08-30,Y,30560.42,87665.08,498533.74,18415.48,516949.22,231908.92,79220.97999999998,205819.32,E635,Entity E635,DVC-Academic,8450336,Cost Center 8450336,BG253,Budget Group BG253,A2828,Office Supplies,ACT841,Activity ACT841,F1-94,Future 1 F1-94,F2-63,Future 2 F2-63,Revenue,General Ledger,30560.42,87665.08,96.55,18587.68,E635-BG253-8450336-A2828-F1-94-F2-63
Apr,2023,Q2,4,Apr,Manpower,2024-04-28,Y,48097.29,64232.55,125941.44,28999.19,154940.63,86996.78,29850.440000000002,38093.41,E865,Entity E865,VC Office,8450133,Cost Center 8450133,BG261,Budget Group BG261,A1593,Salary and Wages,ACT258,Activity ACT258,F1-69,Future 1 F1-69,F2-69,Future 2 F2-69,Expense,General Ledger,48097.29,64232.55,19094.72,4469.99,E865-BG261-8450133-A1593-F1-69-F2-69
