PO Number,Unique ID,Department,Account No.,Activity Detailed Description,Purchase Type,Supplier,Item Category,Total Approved,Actual Spent,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24
PO-000429,ECAE-PP-2025-1429,Information Technology,417043,Maintenance Contract,Urgent,GWA,8013.2200 - Maintenance Services,183071.05,183071.05,605.99,11515.24,3400.86,23721.88,3651.94,3231.89,860.7,29154.15,23973.46,10169.93,11485.86,1813.27
PO-000430,ECAE-PP-2025-1430,HR,415360,IT Manpower Service,Regular,Emirates Services,8011.1600 - Outsourcing Services,237775.98,237775.98,27865.65,22532.6,20174.61,11545.54,11816.44,8845.5,15278.72,5031.86,15360.53,33040.71,34489.1,25474.94
PO-000431,ECAE-PP-2025-1431,Finance,415478,IT Manpower Service,Framework,ABC Corp,8011.1600 - Outsourcing Services,153747.31000000003,153747.31000000003,22297.4,17103.34,4740.79,8429.31,3486.49,19832.09,25246.61,14000.7,16806.23,19118.29,5746.54,8609.88
PO-000432,ECAE-PP-2025-1432,Academic Services,415177,Training Service,Regular,GlobalTech,8012.1100 - Training Services,145466.28,145466.28,4022.97,22739.51,23765.18,22390.02,21132.76,1880.74,20725.87,23110.4,13390.52,18730.91,16023.01,6983.79
PO-000433,ECAE-PP-2025-1433,Finance,417914,Maintenance Contract,Urgent,GlobalTech,8013.2200 - Maintenance Services,109354.24,109354.24,5562.15,17460.96,17956.82,2941.68,10222.83,10190.88,8244.96,16853.31,13742.8,13934.04,4913.09,7915.78
PO-000434,ECAE-PP-2025-1434,HR,412075,Utilities,Framework,NextGen Solutions,8015.4400 - Utilities,176327.63,176327.63,26663.57,16255.64,23142.32,27161.44,4794.2,12574.35,12731.16,10417.21,261.73,23979.74,3278.5,29255.12
PO-000435,ECAE-PP-2025-1435,Finance,413377,Training Service,Framework,ABC Corp,8012.1100 - Training Services,236712.26,236712.26,3463.52,23458.89,22811.79,16775.58,32736.31,37198.94,18358.45,17995.93,19807.44,28528.72,26356.34,8791.29
PO-000436,ECAE-PP-2025-1436,Information Technology,416783,IT Manpower Service,Regular,ABC Corp,8011.1600 - Outsourcing Services,80978.68000000001,80978.68000000001,215.65,4826.27,4824.57,9921.58,12409.12,5020.87,9287.35,8568.97,5696.58,889.28,6390.09,4779.61
PO-000437,ECAE-PP-2025-1437,Academic Services,411814,Maintenance Contract,Framework,GlobalTech,8013.2200 - Maintenance Services,72640.84999999999,72640.84999999999,5325.78,9587.43,8049.77,10812.11,4849.67,4519.33,383.65,5602.13,8766.19,3646.31,5602.14,2656.21
PO-000438,ECAE-PP-2025-1438,HR,412694,Utilities,Framework,Emirates Services,8015.4400 - Utilities,220448.36,220448.36,25495.83,29395.05,32336.27,34363.76,33653.77,1006.11,35936.57,13943.43,32556.83,16194.14,15511.87,411.16
PO-000439,ECAE-PP-2025-1439,Finance,418574,IT Manpower Service,Framework,GlobalTech,8011.1600 - Outsourcing Services,87017.81,87017.81,13361.22,12910.82,4587.35,14457.91,4327.01,10468.68,9340.04,936.23,4964.32,13799.57,737.72,2536.34
PO-000440,ECAE-PP-2025-1440,Facilities,418081,Utilities,Framework,GlobalTech,8015.4400 - Utilities,137993.85,137993.85,22179.52,14215.3,5900.7,577.43,5127.08,15530.59,21303.37,7380.46,20140.3,9082.25,7089.92,11702.9
PO-000441,ECAE-PP-2025-1441,Information Technology,419604,Utilities,Regular,Emirates Services,8015.4400 - Utilities,94868.57,94868.57,4577.15,14016.61,2177.79,14828.06,12893.53,10736.69,6510.29,14313.4,8347.72,5869.32,9259.55,3672.48
PO-000442,ECAE-PP-2025-1442,HR,413587,IT Manpower Service,Urgent,NextGen Solutions,8011.1600 - Outsourcing Services,212926.72,212926.72,27713.73,5155.21,11446.4,16030.79,4494.63,27965.76,18691.37,33516.42,20913.24,18556.53,2534.72,5299.96
PO-000443,ECAE-PP-2025-1443,Academic Services,418559,Consulting Service,Regular,GlobalTech,8014.3300 - Consulting,199779.67,199779.67,16573.26,20803.86,2704.21,24738.96,23524.82,29316.25,14179.58,2053.37,15365.09,4581.92,21557.79,1569.32
PO-000444,ECAE-PP-2025-1444,Academic Services,417154,Maintenance Contract,Regular,GlobalTech,8013.2200 - Maintenance Services,131188.41,131188.41,20306.47,11370.3,6825.19,20131.86,17199.56,12837.05,18247.28,10032.2,2453.11,20514.33,11675.92,15202.34
PO-000445,ECAE-PP-2025-1445,Finance,413965,Utilities,Framework,GWA,8015.4400 - Utilities,183873.78,183873.78,25814.15,16435.6,20236.03,3976.75,12118.51,27094.47,13035.6,3895.47,9533.1,6788.61,21050.39,27919.02
PO-000446,ECAE-PP-2025-1446,Finance,412882,IT Manpower Service,Urgent,NextGen Solutions,8011.1600 - Outsourcing Services,221192.43,221192.43,14461.9,20034.34,23202.25,34909.93,9997.34,24551.79,1293.41,37.12,934.84,16549.31,20460.78,228.99
PO-000447,ECAE-PP-2025-1447,Information Technology,413092,Training Service,Framework,GWA,8012.1100 - Training Services,97592.94,97592.94,8355.79,15432.83,15928.42,10760.32,15367.85,8807.88,4998.11,5125.14,9091.44,9841.21,7150.59,14374.98
PO-000448,ECAE-PP-2025-1448,Finance,417047,Consulting Service,Urgent,GlobalTech,8014.3300 - Consulting,179722.77000000002,179722.77000000002,16619.93,2954.28,28914.86,29508.29,23636.07,13602.65,14874.06,13040.89,8785.77,15809.36,1600.88,29710.78
PO-000449,ECAE-PP-2025-1449,Finance,416568,Maintenance Contract,Urgent,GWA,8013.2200 - Maintenance Services,132104.28,132104.28,20754.81,14963.86,19670.76,4195.48,6531.37,2301.26,6706.05,21396.01,21199.57,16741.72,11472.12,17190.73
PO-000450,ECAE-PP-2025-1450,Academic Services,418680,IT Manpower Service,Framework,GlobalTech,8011.1600 - Outsourcing Services,114118.59,114118.59,6720.59,15353.35,9625.2,7197.09,16702.3,7004.06,16337.98,9589.74,3956.25,11655.66,5426.79,2798.86
PO-000451,ECAE-PP-2025-1451,Finance,419308,Training Service,Regular,NextGen Solutions,8012.1100 - Training Services,73995.70999999999,73995.70999999999,10941.63,504.33,12150.41,10200.16,9393.29,8526.31,9499.49,12265.96,9498.48,4336.16,7571.26,4155.14
PO-000452,ECAE-PP-2025-1452,Academic Services,415370,Maintenance Contract,Framework,Emirates Services,8013.2200 - Maintenance Services,100309.69,100309.69,6737.35,1856.98,1790.89,1990.42,543.68,8910.4,11233.06,2118.68,10229.21,9993.19,2459.16,6755.57
PO-000453,ECAE-PP-2025-1453,HR,419303,Training Service,Framework,GWA,8012.1100 - Training Services,167005.41999999998,167005.41999999998,14471.24,10879.53,21844.19,20050.47,18119.41,26869.82,16193.25,6913.35,689.34,12621.77,18156.93,4791.36
PO-000454,ECAE-PP-2025-1454,HR,412526,Maintenance Contract,Regular,NextGen Solutions,8013.2200 - Maintenance Services,222083.32,222083.32,25528.11,32384.66,32889.58,34458.8,30007.57,5433.56,27673.04,30151.23,32493.43,34231.07,18845.98,24247.53
PO-000455,ECAE-PP-2025-1455,Finance,415795,Training Service,Urgent,ABC Corp,8012.1100 - Training Services,200660.67,200660.67,7886.43,29681.3,4340.32,1718.11,19416.79,31653.04,27912.73,32599.75,25200.41,14627.15,31658.11,14268.09
PO-000456,ECAE-PP-2025-1456,HR,417362,IT Manpower Service,Regular,GWA,8011.1600 - Outsourcing Services,124592.53,124592.53,8694.29,15711.5,19269.22,10205.29,17292.07,15199.14,6866.73,12195.82,13846.71,487.97,8222.18,20612.55
PO-000457,ECAE-PP-2025-1457,Facilities,412279,Maintenance Contract,Urgent,ABC Corp,8013.2200 - Maintenance Services,222985.24,222985.24,17465.5,5751.01,32144.59,1952.38,10033.06,4077.16,3970.45,14509.75,5962.09,21606.74,23307.86,32782.31
PO-000458,ECAE-PP-2025-1458,Academic Services,415233,Maintenance Contract,Regular,Emirates Services,8013.2200 - Maintenance Services,88737.67,88737.67,13926.19,14010.1,7083.06,14177.15,421.31,1355.48,3598.46,3093.89,3736.42,6689.26,930.58,8213.98
PO-000459,ECAE-PP-2025-1459,HR,418306,Training Service,Framework,NextGen Solutions,8012.1100 - Training Services,88043.87999999999,88043.87999999999,2179.15,1306.64,10923.94,3501.56,12435.47,10903.17,725.68,2952.57,4284.69,8723.42,11883.39,885.33
PO-000460,ECAE-PP-2025-1460,HR,414619,Maintenance Contract,Urgent,NextGen Solutions,8013.2200 - Maintenance Services,150493.81,150493.81,16772.3,5347.93,11930.31,1966.74,731.14,22396.47,21530.66,7827.3,11461.43,12380.88,13060.38,3375.35
PO-000461,ECAE-PP-2025-1461,HR,415436,Utilities,Framework,NextGen Solutions,8015.4400 - Utilities,90051.41,90051.41,12962.28,1201.44,2268.82,2016.74,1669.58,4918.48,12460.37,3781.59,3665.42,10144.12,1454.71,5407.29
PO-000462,ECAE-PP-2025-1462,Information Technology,418311,IT Manpower Service,Framework,ABC Corp,8011.1600 - Outsourcing Services,136212.81,136212.81,6972.97,5433.19,10830.01,6727.52,9553.89,18944.18,10715.13,14549.32,2045.62,17301.92,10962.96,8194.17
PO-000463,ECAE-PP-2025-1463,HR,411241,Maintenance Contract,Framework,NextGen Solutions,8013.2200 - Maintenance Services,234892.1,234892.1,25819.0,36087.74,22110.46,32373.5,16029.83,3395.92,38919.61,6484.26,9846.29,6385.28,13211.88,11324.94
PO-000464,ECAE-PP-2025-1464,Information Technology,411234,Consulting Service,Urgent,GlobalTech,8014.3300 - Consulting,56738.54,56738.54,265.95,97.94,3467.1,9269.73,8480.88,2369.17,3878.98,7796.14,7173.49,1254.09,1019.18,5141.65
PO-000465,ECAE-PP-2025-1465,HR,414727,Consulting Service,Framework,ABC Corp,8014.3300 - Consulting,61883.01,61883.01,592.85,2091.08,1540.36,50.01,5562.69,1959.98,6527.69,5175.27,6888.38,10123.69,2267.74,6867.75
PO-000466,ECAE-PP-2025-1466,Academic Services,411904,Consulting Service,Framework,NextGen Solutions,8014.3300 - Consulting,114265.78,114265.78,6326.81,3458.27,18172.86,14385.78,9732.59,7174.09,9194.06,641.13,4713.34,4774.52,8481.33,4499.58
PO-000467,ECAE-PP-2025-1467,HR,412351,Utilities,Regular,GWA,8015.4400 - Utilities,153929.68,153929.68,17789.19,23508.32,1222.05,5925.36,9301.08,4068.59,20904.36,19425.75,19837.75,7473.12,19566.68,3157.03
PO-000468,ECAE-PP-2025-1468,Facilities,412580,Training Service,Framework,ABC Corp,8012.1100 - Training Services,186652.17,186652.17,10941.66,14557.48,29426.6,29118.3,16959.27,14184.31,25140.84,21182.82,27424.29,22728.38,29626.19,27569.95
PO-000469,ECAE-PP-2025-1469,HR,415044,IT Manpower Service,Urgent,NextGen Solutions,8011.1600 - Outsourcing Services,235446.79,235446.79,30147.43,33378.71,30712.4,5848.78,13187.26,8396.46,1679.49,29006.08,16809.31,10855.0,12067.73,5298.2
PO-000470,ECAE-PP-2025-1470,HR,415566,Maintenance Contract,Regular,ABC Corp,8013.2200 - Maintenance Services,198126.67,198126.67,9912.96,32755.98,10771.39,6775.34,27164.39,13907.54,14656.87,18124.93,19670.32,19500.8,1139.22,27039.09
PO-000471,ECAE-PP-2025-1471,Finance,419343,Maintenance Contract,Urgent,Emirates Services,8013.2200 - Maintenance Services,204127.2,204127.2,7271.81,9648.62,1868.38,9366.9,31398.09,6382.51,6939.06,20411.95,19288.44,5986.32,5248.28,3979.7
PO-000472,ECAE-PP-2025-1472,Academic Services,415378,IT Manpower Service,Framework,GlobalTech,8011.1600 - Outsourcing Services,186411.42,186411.42,4827.14,21231.72,24758.63,1471.87,30670.77,21655.63,9985.5,4700.48,12195.39,6852.66,15352.63,24292.29
PO-000473,ECAE-PP-2025-1473,Academic Services,418154,Utilities,Framework,ABC Corp,8015.4400 - Utilities,184558.41,184558.41,13390.13,5126.71,17978.18,530.81,6036.56,77.8,5553.24,14603.4,12098.55,11359.46,25559.89,20762.71
PO-000474,ECAE-PP-2025-1474,Finance,417149,IT Manpower Service,Urgent,NextGen Solutions,8011.1600 - Outsourcing Services,132090.11,132090.11,19435.73,9010.66,15130.82,18885.5,8244.13,5757.97,3731.94,13365.75,5553.78,13963.86,6981.89,7656.31
PO-000475,ECAE-PP-2025-1475,HR,417318,IT Manpower Service,Urgent,NextGen Solutions,8011.1600 - Outsourcing Services,119272.53,119272.53,3681.44,6625.77,13987.45,2464.36,11340.01,13786.37,36.51,16649.98,1119.84,4908.47,19154.07,1610.99
PO-000476,ECAE-PP-2025-1476,Information Technology,418205,Maintenance Contract,Framework,GlobalTech,8013.2200 - Maintenance Services,115927.54,115927.54,9081.71,3724.36,10371.3,16492.23,17607.78,7694.34,15684.62,5419.77,121.82,16524.29,2307.19,340.27
PO-000477,ECAE-PP-2025-1477,Information Technology,414099,Maintenance Contract,Framework,Emirates Services,8013.2200 - Maintenance Services,143277.23,143277.23,5429.01,23101.52,15360.24,3987.3,11654.2,4409.02,14471.4,8152.62,4670.66,5797.74,16121.05,9743.7
PO-000478,ECAE-PP-2025-1478,Academic Services,417545,Utilities,Framework,NextGen Solutions,8015.4400 - Utilities,88680.86,88680.86,13744.75,150.3,12155.5,4120.74,2788.38,6631.99,13259.01,11615.68,14293.42,7996.04,7546.15,192.61
PO-000479,ECAE-PP-2025-1479,Finance,413864,IT Manpower Service,Regular,ABC Corp,8011.1600 - Outsourcing Services,113952.69,113952.69,4565.43,14463.27,15734.5,8182.36,10862.66,18457.91,16081.19,8448.64,12621.66,14894.21,462.06,11174.31
PO-000480,ECAE-PP-2025-1480,Academic Services,411657,Training Service,Regular,NextGen Solutions,8012.1100 - Training Services,98067.02,98067.02,7270.77,15493.45,216.34,16093.07,13335.21,5801.3,9730.92,14131.54,7871.49,834.38,14770.46,8450.37
PO-000481,ECAE-PP-2025-1481,Information Technology,414921,IT Manpower Service,Urgent,ABC Corp,8011.1600 - Outsourcing Services,74289.91,74289.91,3278.27,7594.48,9217.42,4978.63,1112.44,326.03,2699.54,9069.4,2743.18,11279.37,8068.42,10674.09
PO-000482,ECAE-PP-2025-1482,Facilities,418058,Consulting Service,Regular,ABC Corp,8014.3300 - Consulting,163195.4,163195.4,7844.43,25860.51,7232.7,4928.68,24465.14,2352.15,7079.04,11943.49,16186.46,8912.45,13497.18,5408.06
PO-000483,ECAE-PP-2025-1483,Academic Services,417592,Training Service,Framework,NextGen Solutions,8012.1100 - Training Services,160898.4,160898.4,18361.11,2612.64,22038.97,26500.72,10021.05,13556.5,11871.94,23978.9,266.4,17523.43,17494.17,10254.19
PO-000484,ECAE-PP-2025-1484,HR,418618,Maintenance Contract,Urgent,Emirates Services,8013.2200 - Maintenance Services,159104.76,159104.76,2628.34,20266.43,5061.07,6559.55,24340.1,12504.78,3321.11,24000.46,11996.42,3461.89,10363.63,15627.51
PO-000485,ECAE-PP-2025-1485,Academic Services,418072,IT Manpower Service,Framework,GlobalTech,8011.1600 - Outsourcing Services,221773.58,221773.58,17627.01,1154.63,10610.82,4825.79,3912.31,15946.16,10250.83,6152.25,18905.65,28980.04,27162.06,9268.77
PO-000486,ECAE-PP-2025-1486,HR,417324,IT Manpower Service,Framework,GlobalTech,8011.1600 - Outsourcing Services,73467.01999999999,73467.01999999999,3692.57,10901.08,5163.62,6879.07,7876.55,1629.84,454.41,5225.96,1963.49,6721.42,5554.62,1495.02
PO-000487,ECAE-PP-2025-1487,HR,415918,Consulting Service,Framework,ABC Corp,8014.3300 - Consulting,88894.9,88894.9,14613.51,11284.52,54.89,3313.51,9928.44,5904.88,12324.43,7479.92,9684.38,8845.6,9454.99,3409.1
PO-000488,ECAE-PP-2025-1488,Information Technology,416418,IT Manpower Service,Regular,GWA,8011.1600 - Outsourcing Services,115240.11,115240.11,5508.59,4211.28,8595.93,19089.21,7925.98,3823.44,18137.7,7412.21,13269.88,15137.81,16194.23,15774.07
PO-000489,ECAE-PP-2025-1489,Facilities,416599,Maintenance Contract,Urgent,ABC Corp,8013.2200 - Maintenance Services,116058.65,116058.65,15067.72,2685.83,2569.51,3823.34,11159.57,5523.78,7120.01,18020.99,16387.52,16484.01,11173.39,16760.15
PO-000490,ECAE-PP-2025-1490,Finance,418054,Maintenance Contract,Urgent,ABC Corp,8013.2200 - Maintenance Services,237928.26,237928.26,38476.7,27714.37,26388.57,30239.39,7484.99,31953.17,38470.63,24254.54,489.95,2858.8,9307.25,19474.34
PO-000491,ECAE-PP-2025-1491,HR,413135,Utilities,Regular,NextGen Solutions,8015.4400 - Utilities,181996.77,181996.77,25431.32,14993.81,25885.22,16689.97,29867.12,20017.52,11346.3,23154.96,15466.61,24448.99,25281.25,18712.7
PO-000492,ECAE-PP-2025-1492,Information Technology,413532,IT Manpower Service,Framework,GlobalTech,8011.1600 - Outsourcing Services,198803.22,198803.22,10656.47,26639.13,3339.53,15221.3,20069.62,31162.78,24428.46,4613.8,32102.36,15836.59,12250.17,4264.7
PO-000493,ECAE-PP-2025-1493,Information Technology,417043,Maintenance Contract,Regular,GWA,8013.2200 - Maintenance Services,151364.84,151364.84,16612.66,2755.37,24055.91,7424.77,7452.21,1162.13,6206.4,10569.79,9324.24,6887.6,1027.86,7582.91
PO-000494,ECAE-PP-2025-1494,Finance,417071,Consulting Service,Urgent,ABC Corp,8014.3300 - Consulting,214911.01,214911.01,35094.68,28524.06,11786.89,15347.87,8437.98,18339.02,25457.1,21938.43,12252.92,29489.37,3763.05,5106.1
PO-000495,ECAE-PP-2025-1495,Finance,411797,Maintenance Contract,Regular,GlobalTech,8013.2200 - Maintenance Services,64220.49,64220.49,929.94,3901.08,8829.54,8951.9,9230.22,392.86,10633.72,5379.98,9341.16,9687.82,5506.89,546.83
PO-000496,ECAE-PP-2025-1496,Academic Services,418143,Utilities,Urgent,NextGen Solutions,8015.4400 - Utilities,77327.85,77327.85,1563.55,8686.26,11523.91,2111.43,2767.43,7395.29,6552.87,6714.99,7148.68,12242.33,693.86,9800.64
PO-000497,ECAE-PP-2025-1497,Information Technology,413153,Training Service,Regular,NextGen Solutions,8012.1100 - Training Services,116690.32,116690.32,8724.4,19388.62,1720.66,13847.13,16547.38,19379.3,12052.41,7392.22,3238.04,19093.69,17974.26,15646.59
PO-000498,ECAE-PP-2025-1498,Facilities,411980,Utilities,Framework,NextGen Solutions,8015.4400 - Utilities,225039.35,225039.35,17294.84,20872.07,18480.21,31783.45,11669.19,33158.67,15132.47,26049.31,3252.67,7507.09,28548.72,462.41
PO-000499,ECAE-PP-2025-1499,Facilities,418080,Maintenance Contract,Regular,GWA,8013.2200 - Maintenance Services,156200.94,156200.94,6123.03,17636.6,13638.51,2723.34,14720.2,18452.75,15574.64,2718.27,22246.65,1067.47,6144.03,16029.07
PO-000500,ECAE-PP-2025-1500,Finance,417713,Maintenance Contract,Framework,ABC Corp,8013.2200 - Maintenance Services,199945.93,199945.93,30662.33,24731.46,10061.42,3936.7,28431.78,28194.63,5842.09,2070.48,23722.41,24079.55,5903.2,22267.71
